"id","player","atpname","birthdate","weight","height","turnedpro","birthplace","coaches","hand","backhand","ioc"
"K015","Roger Knapp","Roger Knapp","19590907","77","183","1982","La Jolla, CA, USA","","L","","USA"
"K016","Mark Koevermans","Mark Koevermans","19680203","79","185","1987","Rotterdam, Netherlands","","R","","NED"
"K017","Andy Kohlberg","Andy Kohlberg","19590817","82","178","1980","New York, NY, USA","","L","","USA"
"K019","Eric Korita","Eric Korita","19630113","93","196","","Chicago, IL","","R","","USA"
"K020","Edson Krause","Edson Krause","","","","","","","R","","BRA"
"K021","Mark Kratzmann","Mark Kratzmann","19660517","85","175","1984","Murgon, QLD, Australia","","L","1H","AUS"
"K022","Johan Kriek","Johan Kriek","19580405","76","175","1978","Pongola, South Africa","","R","","USA"
"K023","Aaron Krickstein","Aaron Krickstein","19670802","73","183","1983","Ann Arbor, MI","Gavin Hopper","R","2H","USA"
"K024","Ramesh Krishnan","Ramesh Krishnan","19610605","64","170","1978","Madras, India","","R","","IND"
"K025","Marc Krippendorf","Marc Krippendorf","","","","","","","R","","SUI"
"K028","Stefan Kruger","Stefan Kruger","19660803","73","183","1987","Cape Town, South Africa","","R","Unknown","RSA"
"K029","Patrice Kuchna","Patrice Kuchna","19630510","77","178","","Denain, France","","R","","FRA"
"K030","Patrik Kuhnen","Patrik Kuhnen","19660211","82","191","1985","Puttlingen, Germany","Helmut Luthy","R","","GER"
"K031","Zoltan Kuharszky","Zoltan Kuharszky","19590708","75","183","","Budapest, Hungary","","R","","HUN"
"K032","Tetsu Kuramitsu","Tetsu Kuramitsu","","","","","","","R","","JPN"
"K033","Michael Kures","Michael Kures","19640725","77","185","","Prague, Czechoslovakia","","R","","USA"
"K034","Jerry Karzen","Jerry Karzen","","","","","","","R","Unknown","USA"
"K036","Thomaz Koch","Thomaz Koch","19450511","","","","Porto Alegre, Brazil","","L","","BRA"
"K040","Dusan Kulhaj","Dusan Kulhaj","","","","","","","R","","CZE"
"K041","Hans Kary","Hans Kary","19490223","","","","Spittal, Austria","","L","","AUT"
"K042","Misel Klesinger","Misel Klesinger","19690708","","","","","","R","Unknown","SRB"
"K044","Chris Kachel","Chris Kachel","19550619","","","","Tamworth, Australia","","R","","AUS"
"K045","Nicholas Kalogeropoulos","Nicholas Kalogeropoulos","19450218","","","","Costa Rica","","R","","GRE"
"K046","Nicolas Kelaidis","Nicolas Kelaidis","19491029","73","","","Alexandria, Egypt","","R","1H","GRE"
"K047","Ray Keldie","Ray Keldie","19460117","","","","","","R","","AUS"
"K048","Hartmut Kirchhubel","Hartmut Kirchhubel","19520423","","","","","","R","","GER"
"K049","Jan Kodes","Jan Kodes","19460301","81","175","","Prague, Czechia","","R","","CZE"
"K050","Jim Kohlberg","Jim Kohlberg","","","","","","","R","Unknown","USA"
"K051","Filip Krajcik","Filip Krajcik","19550723","","","","","","R","","AUT"
"K052","Robert Kreiss","Robert Kreiss","19530430","","","","","","R","","USA"
"K053","Steve Krulevitz","Steve Krulevitz","19510530","77","175","1973","Baltimore, MD, USA","","R","","USA"
"K054","Jun Kuki","Jun Kuki","19451228","","","","Yokkaichi, Japan","","R","","JPN"
"K055","Larry Katz","Larry Katz","","","","","","","R","Unknown","USA"
"K057","Robert Kilborn","Robert Kilborn","","","","","","","R","Unknown","AUS"
"K058","Randall King","Randall King","","","","","","","R","","HKG"
"K060","Shanker Krishnan","Shanker Krishnan","","","","","","","R","","IND"
"K061","Axel Krieg","Axel Krieg","19650107","","","","Schwerte, Germany","","R","Unknown","GER"
"K062","Alberto Kulmann","Alberto Kulmann","","","","","","","R","Unknown","BRA"
"K063","Martin Krulis","Martin Krulis","","","","","","","R","Unknown","SUI"
"K064","Kevin Kerns","Kevin Kerns","19590424","","","","Levittown, PA","","R","","USA"
"K065","Jack Kruger","Jack Kruger","","","","","","","R","","USA"
"K066","Nagy Kabaz","Nagy Kabaz","","","","","","","R","","SEN"
"K067","Wojtek Kowalski","Wojtek Kowalski","19671010","80","183","","Inowroclaw, Poland","","R","","POL"
"K068","Bong-Soo Kim","Bong-Soo Kim","19621130","75","180","","Seoul, South Korea","","R","","KOR"
"K069","Jan Kallquist","Jan Kallquist","19580531","","","","","","R","","SWE"
"K070","Steven Kasigwa","Steven Kasigwa","","","","","","","R","Unknown","KEN"
"K071","Doug King","Doug King","","","","","","","R","","USA"
"K072","Sandor Kiss","Sandor Kiss","","","","","","","R","","HUN"
"K073","Paul Kronk","Paul Kronk","19540922","","","","Toowoomba, Australia","","R","","AUS"
"K074","Thibault Kuentz","Thibault Kuentz","","","","","","","R","","FRA"
"K077","Chris Kennedy","Chris Kennedy","19630914","77","185","","Danbury, CT","","R","","USA"
"K080","Stuart King","Stuart King","","","","","","","R","Unknown","GBR"
"K081","Richard Dick Knight","Richard Dick Knight","19480515","","","","Seattle, WA, U.S.A.","","R","","USA"
"K082","Phil Kadesch","Phil Kadesch","","","","","","","R","Unknown","USA"
"K083","Taisen Kanai","Taisen Kanai","","","","","","","R","","JPN"
"K084","Sachio Kato","Sachio Kato","","","","","","","R","","JPN"
"K085","Rob Keighery","Rob Keighery","","","","","","","R","Unknown","AUS"
"K086","Ray Kelly","Ray Kelly","","","","","","","R","","AUS"
"K087","Scott Kidd","Scott Kidd","","","","","","","R","Unknown","USA"
"K089","Martin Koek","Martin Koek","","","","","","","R","","NED"
"K090","Attila Korpas","Attila Korpas","19450901","","","","","","R","","GER"
"K094","Akira Kawaguchi","Akira Kawaguchi","","","","","","","R","","JPN"
"K097","Vladimir Korotkov","Vladimir Korotkov","19480423","","","","Moscow","","R","","RUS"
"K098","Stepan Koudelka","Stepan Koudelka","19450221","","","","Prague","","R","","GER"
"K099","Jan Kukal","Jan Kukal","19420913","","","","Bratislava, Czechoslovakia","","R","","CZE"
"K09F","Pavel Kotov","Pavel Kotov","19981118","89","191","2016","Moscow, Russia","Liliya Kotova, Mikhail Bril","R","2H","RUS"
"K09S","Philipp Klimov","Philipp Klimov","19990311","","","","","","","Unknown",""
"K0A3","Patrick Kypson","Patrick Kypson","19991028","82","188","2019","Durham, NC, USA","Alejandro Gonzalez","R","2H","USA"
"K0A4","Vasil Kirkov","Vasil Kirkov","19990313","73","185","","Asenovgrad","Sylvain Guichard, Stoyan Kirkov","R","2H","USA"
"K0A5","Natthasith Kunsuwan","Natthasith Kunsuwan","20000223","80","185","","Bangkok","","R","2H","THA"
"K0AB","Adil Kalyanpur","Adil Kalyanpur","20000126","81","188","","Bangalore, India","Vishal Uppal","R","2H","IND"
"K0AF","Boris Kozlov","Boris Kozlov","20000826","79","185","","Pompano Beach, Florida","","R","2H","USA"
"K0AH","Sebastian Korda","Sebastian Korda","20000705","82","196","2018","Bradenton, FL, USA","Martin Stepanek","R","2H","USA"
"K0AU","Naoto Kai","Naoto Kai","19970418","","","","","","","Unknown","JPN"
"K0AZ","Aleksandar Kovacevic","Aleksandar Kovacevic","19980829","79","183","2021","New York, NY, USA","Damion Jackson","R","1H","USA"
"K0BH","Rimpei Kawakami","Rimpei Kawakami","20000829","70","178","","Tokyo","","L","2H","JPN"
"K0BJ","Georgii Kravchenko","Georgii Kravchenko","20000728","68","180","","Kyiv","Oscar Hernandez, Salvador Navarro","R","2H","UKR"
"K0BR","Yassir Kilani","Yassir Kilani","20000810","","","","Rabat, Morocco","","R","2H","MAR"
"K0BU","Palaphoom Kovapitukted","Palaphoom Kovapitukted","19991205","71","178","","Bangkok","Adam Vejmelka","R","2H","THA"
"K0C5","Admir Kalender","Admir Kalender","20010112","93","193","","Pula","","R","Unknown","CRO"
"K0CF","Sheil Kotecha","Sheil Kotecha","20000328","","","","","","R","2H","KEN"
"K0CI","Dong Ju Kim","Dong Ju Kim","20020409","78","183","","Seoul, Korea","","R","2H","KOR"
"K0CJ","Sandro Kopp","Sandro Kopp","20000526","78","185","","Kramsach","Hakan Dahlbo","R","2H","AUT"
"K0CZ","Gilbert Klier Junior","Gilbert Klier Junior","20000516","78","183","","Brasilia, Brazil","Arthur Rabelo","R","2H","BRA"
"K0D6","Yousaf Khalil","Yousaf Khalil","19990401","","","","","","","","PAK"
"K0D9","Wai Yu Kai","Wai Yu Kai","20010320","","","","","","","","HKG"
"K0DB","Cannon Kingsley","Cannon Kingsley","20010506","79","191","","Mineola","","R","2H","USA"
"K0DE","Takuya Kumasaka","Takuya Kumasaka","19981012","73","175","","Yamagata","","R","2H","JPN"
"K0DP","Oleksii Krutykh","Oleksii Krutykh","20000310","78","185","","Kiev","","R","2H","UKR"
"K0DQ","Doo-Hwan Kim","Doo-Hwan Kim","19420212","","","","","","","","KOR"
"K0DY","Jason Kros","Jason Kros","19970703","","","","","","","Unknown","USA"
"K0E0","Hunter Koontz","Hunter Koontz","","","","","","","","Unknown","USA"
"K0E6","Alibek Kachmazov","Alibek Kachmazov","20020817","81","185","","Vladikavkaz, North-Ossetia","Milan Kalaba","R","","RUS"
"K0EE","Omni Kumar","Omni Kumar","20011010","73","173","","Mountain View, CA, USA","Brandon Lam","L","1H","USA"
"K0EL","Alexander Kotzen","Alexander Kotzen","20000701","77","185","","New York, NY, USA","","R","2H","USA"
"K0EM","Matt Kuhar","Matt Kuhar","19960617","70","178","","Providence","","R","2H","USA"
"K0EP","Jerome Kym","Jerome Kym","20030212","87","198","2019","Rheinfelden, Switzerland","Markus Hipfl","R","2H","SUI"
"K0EQ","Zane Khan","Zane Khan","20020211","75","185","","Houston, Texas","Chris Begg, Shariq Khan, Sebastien Grosjean","R","2H","USA"
"K0ES","Yusuke Kusuhara","Yusuke Kusuhara","19970809","70","173","","JAPAN","","R","2H","JPN"
"K0EU","Toby Kodat","Toby Kodat","20030113","73","178","","Bradenton, FL, USA","Ales Kodat","R","1H","USA"
"K0EZ","Yuta Kikuchi","Yuta Kikuchi","19990927","67","173","","Yahaba","","R","Unknown","JPN"
"K0F6","Junzo Kawamori","Junzo Kawamori","","","","","","","","","JPN"
"K0FY","Martin Krumich","Martin Krumich","20021226","82","188","","Kolin","","R","Unknown","CZE"
"K0G0","Errol Kilov","Errol Kilov","","","","","","","","","RSA"
"K0G1","Ruan Kruger","Ruan Kruger","","","","","","","","","RSA"
"K0G8","Marc Othman Ktiri","Marc Othman Ktiri","20030709","","","","","","","Unknown","ESP"
"K0GG","George Kesel","George Kesel","","","","","","","","","USA"
"K0GH","Mike Kernodie","Mike Kernodie","","","","","","","","","USA"
"K0GI","Rodney Kop","Rodney Kop","","","","","","","","","USA"
"K0GJ","Jay Kimball","Jay Kimball","","","","","","","","","USA"
"K0GK","Klaus Klein","Klaus Klein","","","","","","","","","GER"
"K0GN","Frank Korpas","Frank Korpas","","","","","","","","","CAN"
"K0GO","Dawood Khan","Dawood Khan","","","","","","","","","CAN"
"K0GP","Siegfried Krips","Siegfried Krips","","","","","","","","","CUR"
"K0GQ","Dennis Kylur","Dennis Kylur","","","","","","","","","USA"
"K0GR","Rob Kuypers","Rob Kuypers","","","","","","","","","NED"
"K0GS","Ronald Kahn","Ronald Kahn","","","","","","","","","USA"
"K0GT","David Kamen","David Kamen","","","","","","","","","USA"
"K0GU","Bruce Kellock","Bruce Kellock","","","","","","","","","USA"
"K0GV","John Kern","John Kern","","","","","","","","","USA"
"K0GW","Tom Kiss","Tom Kiss","","","","","","","","","USA"
"K0GX","Yuichiro Kimoto","Yuichiro Kimoto","","","","","","","","","JPN"
"K0GY","Kevin Keele","Kevin Keele","","","","","","","","","AUS"
"K0GZ","Dieter Kapfhammer","Dieter Kapfhammer","","","","","","","","","GER"
"K0H0","Siegfried Kipka","Siegfried Kipka","","","","","","","","","GER"
"K0H1","Dusan Korac","Dusan Korac","","","","","","","","","SRB"
"K0H2","Bob Kerr","Bob Kerr","","","","","","","","","AUS"
"K0H4","Kerneels Kasch","Kerneels Kasch","","","","","","","","","RSA"
"K0H5","G. Kenway","G. Kenway","","","","","","","","","AUS"
"K0H6","S. Keliani","S. Keliani","","","","","","","","","AUS"
"K0H7","R. Kaplan","R. Kaplan","","","","","","","","","AUS"
"K0HB","Szymon Kielan","Szymon Kielan","20021121","97","196","","Lodz","","R","2H","POL"
"K0HC","Maks Kasnikowski","Maks Kasnikowski","20030706","78","180","","Warsaw","Alex Bury","R","2H","POL"
"K0HG","Milos Karol","Milos Karol","20021213","90","198","","Trnava","","R","2H","SVK"
"K0HL","Kyle Kang","Kyle Kang","20050127","70","183","","Fullerton","Dave Mann","R","2H","USA"
"K0HN","Bruno Kuzuhara","Bruno Kuzuhara","20040401","68","175","2022","Sao Paulo, Brazil","","R","2H","USA"
"K0HO","Orel Kimhi","Orel Kimhi","20030819","65","173","","Jerusalem","Yonatan kruveni","R","2H","ISR"
"K0HS","Benjamin Kittay","Benjamin Kittay","20030827","88","193","","Washington, DC","","R","2H","USA"
"K0HZ","Aidan Kim","Aidan Kim","20041124","82","191","","Southfield","","R","2H","USA"
"K0I7","Marcel Kamrowski","Marcel Kamrowski","20030328","73","188","","Gdansk","Radek Nijaki","R","Unknown","POL"
"K0IR","Liam Krall","Liam Krall","20020520","86","191","","Bronxville, NY, USA","Grant Chen, Carl Thorsen","R","2H","USA"
"K0J9","Yannik Kelm","Yannik Kelm","20050217","80","183","","Nürnberg","Andreas Beck, Philip Florig","R","2H","GER"
"K0JH","Jan Kumstat","Jan Kumstat","20070102","83","196","","Prostejov","","R","2H","CZE"
"K0JI","Aleksa Krivokapic","Aleksa Krivokapic","20030515","","","","","","","","MNE"
"K0JY","Matic Kriznik","Matic Kriznik","20050903","","","","","","L","2H","SLO"
"K0K5","Jonas Kucera","Jonas Kucera","20060915","","","","","","R","Unknown","CZE"
"K0KC","Jangjun Kim","Jangjun Kim","20061218","85","180","","Seoul","Treat Huey","R","2H","KOR"
"K0KN","Lucky Candra Kurniawan","Lucky Candra Kurniawan","20031220","","","","","","","","INA"
"K0KQ","G. Kenworthy","G. Kenworthy","","","","","","","","","GBR"
"K0KR","P.F. Kingham","P.F. Kingham","","","","","","","","","GBR"
"K0KU","Dennis Kirsten","Dennis Kirsten","","","","","","","","","CAN"
"K0KV","Paul Kramer","Paul Kramer","","","","","","","","","USA"
"K0KX","Atakan Karahan","Atakan Karahan","20060424","","","","","","R","2H","TUR"
"K0L1","Michal Krajci","Michal Krajci","20050114","81","183","","Kosice","Lukas Lacko","R","2H","SVK"
"K0L2","I. Kuba","I. Kuba","","","","","","","","","AUS"
"K0L7","Jihad Khouayess","Jihad Khouayess","","","","","","","","","LBN"
"K0LX","Nicolas Ian Kotzen","Nicolas Ian Kotzen","20030322","86","196","","New York","","R","2H","USA"
"K0MX","Enzo Kohlmann De Freitas","Enzo Kohlmann De Freitas","20060916","75","178","","SÃ£o Paulo","JosÃ© Ferreira do Nascimento JR","R","Unknown","BRA"
"K0N7","Heve Kelley","Heve Kelley","19970329","","","","","","","",""
"K0NP","Jack Kennedy","Jack Kennedy","20080604","61","170","","Huntington","Greg Lumpkin","R","2H","USA"
"K0NT","Mickael Kaouk","Mickael Kaouk","20080825","75","175","","abidjan","","R","2H","FRA"
"K0O4","Moise Kouame","Moise Kouame","20090306","73","191","","Paris","","R","2H","FRA"
"K0OY","Ronit Karki","Ronit Karki","20071123","69","173","","New Brunswick","","R","2H","USA"
"K0P9","Kaan Isik Kosaner","Kaan Isik Kosaner","20090602","","","","","","","Unknown","TUR"
"K100","Julian Krinsky","Julian Krinsky","","","","","","","R","","RSA"
"K101","Junjo Kawamuri","Junjo Kawamuri","19411124","","","","","","R","","JPN"
"K102","Rauty Krog","Rauty Krog","19450209","","","","","","R","","RSA"
"K103","Ramanathan Krishnan","Ramanathan Krishnan","19370411","","","","Madras, India","","R","","IND"
"K105","Teimuraz Kakulia","Teimuraz Kakulia","19470426","","","","","","R","","RUS"
"K107","Stewart Keller","Stewart Keller","","","","","","","R","Unknown","USA"
"K109","Asher Kahn","Asher Kahn","","","","","","","R","","USA"
"K110","Sadao Kosugi","Sadao Kosugi","","","","","","","R","","JPN"
"K113","Petr Kanderal","Petr Kanderal","19480116","","","","Zurich, Switzerland","","R","","SUI"
"K114","Ali Kahn","Ali Kahn","","","","","","","R","Unknown","USA"
"K122","Kelly Kerner","Kelly Kerner","","","","","","","R","Unknown","USA"
"K126","Tom Karp","Tom Karp","19461013","","","","Los Angeles, CA","","R","","USA"
"K127","Paul Koscielski","Paul Koscielski","19660201","75","180","","South Bend, IN","","R","Unknown","USA"
"K129","Pierce Kelly","Pierce Kelly","19470714","","","","Dayton, OH","","R","","USA"
"K130","Dave Kanter","Dave Kanter","","","","","","","R","","USA"
"K131","Choon-Ho Kim","Choon-Ho Kim","19600902","64","163","","Namwon, South Korea","","R","","KOR"
"K132","Mike Kreiss","Mike Kreiss","","","","","","","R","","USA"
"K133","Niclas Kroon","Niclas Kroon","19660205","82","183","1986","Karlstad, Sweden","","R","2H","SWE"
"K136","Alaaddin Karagoz","Alaaddin Karagoz","19650405","","","","","","R","","TUR"
"K137","Takeshi Koura","Takeshi Koura","","","","","","","R","","JPN"
"K138","Christian Kuhnke","Christian Kuhnke","19390413","","","","","","R","","GER"
"K139","Rainer Kuhlmey","Rainer Kuhlmey","","","","","","","R","","GER"
"K140","Bob Kronaugh","Bob Kronaugh","19580215","","","","","","R","","USA"
"K141","R. Kiesling","R. Kiesling","","","","","","","R","","USA"
"K142","Tom Kreiss","Tom Kreiss","","","","","","","R","","USA"
"K143","Viktor Kazakevitch","Viktor Kazakevitch","","","","","","","R","","RUS"
"K144","Ferenc Komaromi","Ferenc Komaromi","","","","","","","R","","HUN"
"K145","Bert Kearney","Bert Kearney","","","","","","","R","","AUS"
"K146","Alex Kurucz","Alex Kurucz","","","","","","","R","","GER"
"K147","Henry Kamakana","Henry Kamakana","19420922","","","","Honolulu, HI, U.S.A.","","R","","USA"
"K148","Petr Korda","Petr Korda","19680123","86","191","1987","Prague, Czechia","Ivo Werner","L","1H","CZE"
"K150","Mark Kaplan","Mark Kaplan","19671220","68","185","","Johannesburg, South Africa","","R","","RSA"
"K151","Sam Kipkoech","Sam Kipkoech","","","","","","","R","Unknown","KEN"
"K152","Carsten Krammenschneider","Carsten Krammenschneider","","","","","","","R","Unknown","GER"
"K153","Ingo Kroll","Ingo Kroll","19680524","","","","Wolfsburg, Germany","","R","Unknown","GER"
"K154","Jozsef Krocsko","Jozsef Krocsko","19680420","73","180","","Ungvar, Ukraine","","R","","HUN"
"K156","Kent Kinnear","Kent Kinnear","19661130","98","196","1988","Naperville, IL","","R","","USA"
"K158","Steve Kennedy","Steve Kennedy","19651030","75","183","","Fort Lauderdale, FL","","R","","USA"
"K160","Amine Kadiri","Amine Kadiri","19680315","","","","","","R","Unknown","MAR"
"K162","Ralph Kok","Ralph Kok","19671018","","","","","","R","","NED"
"K164","Michael Kupferschmid","Michael Kupferschmid","","","","","","","R","Unknown","GER"
"K165","Gabor Koves","Gabor Koves","19700107","86","188","1993","Budapest, Hungary","","R","Unknown","HUN"
"K166","Sean Karam","Sean Karam","19690824","","","","","","R","","AUS"
"K167","David Kass","David Kass","19700616","77","180","","Columbus, OH","","R","","USA"
"K169","Yuval Karutzi","Yuval Karutzi","19700221","","","","","","R","","ISR"
"K170","Adi Kremer","Adi Kremer","19691004","","","","","","R","Unknown","ISR"
"K171","Mark Knowles","Mark Knowles","19710904","88","191","1992","Nassau, Bahamas","","R","","BAH"
"K172","Mark Keil","Mark Keil","19670603","82","185","1988","Mountainview, CA","Michael Robertson","R","","USA"
"K173","Krisztian Keresztes","Krisztian Keresztes","","","","","","","R","Unknown","HUN"
"K175","Kenichi Kiyomiya","Kenichi Kiyomiya","","","","","","","R","","JPN"
"K178","Trevor Kronemann","Trevor Kronemann","19680903","102","193","1991","Edina, MN, USA","","R","","USA"
"K179","Phillip Kjaer","Phillip Kjaer","","","","","","","R","Unknown","DEN"
"K180","Brice Karsh","Brice Karsh","19700331","68","183","","Thomasville, GA","","R","Unknown","USA"
"K181","Nicklas Kulti","Nicklas Kulti","19710422","88","191","1989","Stockholm, Sweden","Martin Bohm","R","","SWE"
"K182","Asif Karim","Asif Karim","","","","","","","R","","KEN"
"K183","Florian Krumrey","Florian Krumrey","19700127","76","191","","Munich, Germany","","R","","GER"
"K185","William Kyriakos","William Kyriakos","","","","","","","R","","BRA"
"K187","Ivan Keskinov","Ivan Keskinov","19700522","","","","Plovdiv, Bulgaria","","R","","BUL"
"K188","Darren Kirk","Darren Kirk","19680723","","","","Lincolnshire, England","","R","","GBR"
"K190","Bernd Karbacher","Bernd Karbacher","19680403","73","185","1989","Munich, Germany","","R","","GER"
"K192","Robert Kraus","Robert Kraus","19700714","","","","Munich, Germany","","R","Unknown","GER"
"K193","Tom Kempers","Tom Kempers","19690601","85","185","1988","Bussum, Netherlands","","R","1H","NED"
"K194","Rick Kepler","Rick Kepler","19670225","","","","","","L","Unknown","USA"
"K195","Peter Kerekes","Peter Kerekes","","","","","","","R","Unknown","HUN"
"K197","John Kapakoglu","John Kapakoglu","","","","","","","R","Unknown","GRE"
"K199","Patrick Kirkbride","Patrick Kirkbride","","","","","","","R","Unknown","USA"
"K200","Maciej Kost","Maciej Kost","","","","","","","R","","POL"
"K201","Andrew Kratzmann","Andrew Kratzmann","19711103","88","193","1990","Murgon, QSLD, Australia","","R","","AUS"
"K202","Lars Koslowski","Lars Koslowski","19710522","72","188","1989","Kassel, Germany","","R","","GER"
"K204","David Katcharava","David Katcharava","","","","","","","R","","RUS"
"K205","Ola Kristiansson","Ola Kristiansson","19710923","77","188","1990","","","R","","SWE"
"K208","Steven Kangwa","Steven Kangwa","","","","","","","R","","ZAM"
"K210","Michael Karbacher","Michael Karbacher","","","","","","","R","Unknown","GER"
"K214","Richard Krajicek","Richard Krajicek","19711206","95","196","1989","Rotterdam, The Netherlands","","R","1H","NED"
"K215","Jae-Sik Kim","Jae-Sik Kim","19670517","","","","","","R","","KOR"
"K217","Unknown Unknown","Unknown Unknown","","","","","","","","",""
"K219","Robbie Koenig","Robbie Koenig","19710705","70","173","1992","Durban, South Africa","","R","","RSA"
"K220","Johan Kjellsten","Johan Kjellsten","","","","","","","R","Unknown","SWE"
"K223","Chi-Wan Kim","Chi-Wan Kim","19681001","70","180","","Ulsan, Korea","","R","","KOR"
"K224","Seong-Kon Kim","Seong-Kon Kim","19690811","","","","","","R","Unknown","KOR"
"K225","Nam-Hoon Kim","Nam-Hoon Kim","19700308","","","","","","R","Unknown","KOR"
"K228","Jean-Jacques Kouassi","Jean-Jacques Kouassi","","","","","","","R","",""
"K229","Ka-Vhel Kam","Ka-Vhel Kam","","","","","","","R","","MLI"
"K232","Tae-Hee Kong","Tae-Hee Kong","19700617","","","","","","R","Unknown","KOR"
"K233","Shoji Katoh","Shoji Katoh","","","","","","","R","Unknown","JPN"
"K234","Jan Kodes Jr.","Jan Kodes Jr.","19720311","66","178","","Prague, Czechoslovakia","","R","","CZE"
"K236","Shigefusa Kanroji","Shigefusa Kanroji","","","","","","","R","Unknown","JPN"
"K237","Karol Kucera","Karol Kucera","19740304","87","185","1992","Bratislava, Czechoslovakia","Marian Vajda","R","2H","SVK"
"K238","Gil Kovalski","Gil Kovalski","","","","","","","R","","ISR"
"K240","Nicolas Kischkewitz","Nicolas Kischkewitz","19740404","","","","","","R","","FRA"
"K243","Robert Kroll","Robert Kroll","19721230","","","1993","Bucholz, Germany","","R","","GER"
"K244","Paul Kilderry","Paul Kilderry","19730411","82","175","","Perth, Australia","Craig Kardon","R","","AUS"
"K245","Aleksandar Kitinov","Aleksandar Kitinov","19710113","88","191","1992","Skopje, Macedonia","","R","","MKD"
"K250","J. Kirts","J. Kirts","","","","","","","R","","SWE"
"K251","P. Krajcik","P. Krajcik","","","","","","","R","Unknown","USA"
"K253","Ken Kuperstein","Ken Kuperstein","19680315","","","","New York, NY, USA","","R","Unknown","USA"
"K257","Michael Kohlmann","Michael Kohlmann","19740111","84","188","1995","Hagen, Germany","Klaus Langenbach","R","","GER"
"K260","Jens Knippschild","Jens Knippschild","19750215","82","191","1992","Arolsen, Germany","Martin Sinner","R","","GER"
"K262","David Kacharava","David Kacharava","","","","","","","R","Unknown","GEO"
"K263","Julian Knowle","Julian Knowle","19740429","75","188","1992","Lauterach, Austria","Martin Gattringer","L","","AUT"
"K264","Tomas Krupa","Tomas Krupa","19721114","","","","","","R","Unknown","CZE"
"K265","Mohammed Khalid","Mohammed Khalid","","","","","","","R","","PAK"
"K266","Hideki Kaneko","Hideki Kaneko","19740306","","","","","","R","","JPN"
"K267","Yevgeny Kafelnikov","Yevgeny Kafelnikov","19740218","84","191","1992","Sochi, Russia","","R","2H","RUS"
"K270","Filip Kascak","Filip Kascak","19750107","","","","","","R","Unknown","SVK"
"K271","Rosle-Bin Kassim","Rosle-Bin Kassim","19710626","","","","","","R","Unknown","MLI"
"K276","Petr Krten","Petr Krten","19751106","","","","","","R","Unknown","CZE"
"K280","Alexander Krell","Alexander Krell","19740515","","","","","","R","Unknown","AUT"
"K281","Sandeep Kirtane","Sandeep Kirtane","19731027","","","","","","R","","IND"
"K283","Tung Yi Kho","Tung Yi Kho","19720119","","","","","","R","","SGP"
"K284","Igor Kornienko","Igor Kornienko","19720716","","","","","","R","","RUS"
"K285","Pavel Kudrnac","Pavel Kudrnac","19740211","","","","","","R","Unknown","CZE"
"K287","Lars Kirschner","Lars Kirschner","19751023","","","","","","R","Unknown","GER"
"K290","Bobby Kokavec","Bobby Kokavec","19760517","85","191","","Windsor, Ontario, Canada","","R","","CAN"
"K291","Sharad Kohli","Sharad Kohli","19760720","","","","","","R","Unknown","IND"
"K292","Nitten Kirrtane","Nitten Kirrtane","19740304","","","","","","R","Unknown","IND"
"K293","Gustavo Kuerten","Gustavo Kuerten","19760910","83","191","1995","Florianopolis, Brazil","Larri Passos","R","1H","BRA"
"K296","Jan Kroslak","Jan Kroslak","19741017","77","188","1993","Bratislava, Slovak Republic","Michal Krotiouk","R","","SVK"
"K297","Tuomas Ketola","Tuomas Ketola","19750221","77","185","1994","Turku, Finland","","R","","FIN"
"K298","Gabriel Keymer","Gabriel Keymer","19681211","","","","","","R","Unknown","CHI"
"K299","Gergely Kisgyorgy","Gergely Kisgyorgy","19760308","","","","","","R","","HUN"
"K304","Roman Kukal","Roman Kukal","19770106","","","","","","R","Unknown","SVK"
"K305","Wilson Khoo","Wilson Khoo","","","","","","","R","Unknown","MAS"
"K306","Cedric Kauffmann","Cedric Kauffmann","19760301","","","","","","R","","FRA"
"K307","Helge Koll","Helge Koll","19750531","","","","","","R","","NOR"
"K308","Vadim Kutsenko","Vadim Kutsenko","19770316","76","180","1994","Komsomolsk, Russia","Alex Yolkhin","R","","RUS"
"K310","Stefan Koubek","Stefan Koubek","19770102","68","175","1994","Klagenfurt, Austria","Gunther Bresnik","L","","AUT"
"K313","Zeljko Krajan","Zeljko Krajan","19790203","78","178","1997","Varazdin, Croatia","","R","","CRO"
"K314","Dong-Hyun Kim","Dong-Hyun Kim","19781008","","","","","","R","","KOR"
"K316","Nicolas Kiefer","Nicolas Kiefer","19770705","80","183","1995","Holzminden, Germany","","R","2H","GER"
"K317","Edwin Kempes","Edwin Kempes","19760623","73","188","1995","Amsterdam, Netherlands","Nick Carr","R","","NED"
"K319","Michel Kratochvil","Michel Kratochvil","19790407","77","185","1997","Bern, Switzerland","Arnaud Decugis","R","","SUI"
"K323","Masaki Komura","Masaki Komura","19751018","","","","","","R","Unknown","JPN"
"K327","Anton Kokurin","Anton Kokurin","19800416","","","","","","R","Unknown","UZB"
"K328","Timur Khankodjaev","Timur Khankodjaev","19750629","","","","","","R","Unknown","UZB"
"K336","Ivo Karlovic","Ivo Karlovic","19790228","104","211","2000","Zagreb, Croatia","Goran Dragicevic, Mirko Pehar","R","1H","CRO"
"K338","Kepler Orellana","Kepler Orellana","19771008","79","","","Barquisimeto","","R","","VEN"
